"WithinNestRep","TubeLetter","NestBox","BroodID","RingNumber","Plot","year","Species","Type","Age","Sex","nSamples","dateSample","AdateSample","timeSample","tube_ID","ClutchSize","NumberFledged","SPY","Ha","TreatmentB","TreatmentG","Doublebox","TubeLetterValue","SpecType","Sum.OakNr.","MeanCircumference","MaxCircumference","Subplot","RRA_Noctuidae","RRA_Erebidae","RRA_Geometridae","RRA_Tineidae","RRA_Lasiocampidae","RRA_Gelechiidae","RRA_Ypsolophidae","RRA_Tortricidae","RRA_Lycaenidae","RRA_Lypusidae","RRA_Notodontidae","RRA_Psychidae","RRA_Nolidae","RRA_Glyphipterigidae","RRA_Drepanidae","RRA_Pyralidae","RRA_Eriocraniidae","RRA_Argyresthiidae","RRA_Adelidae","RRA_Coleophoridae","RRA_Hesperiidae","RRA_Crambidae","RRA_Oecophoridae","RRA_Argidae","RRA_Pamphiliidae","RRA_Tenthredinidae","RRA_Chrysomelidae","RRA_Curculionidae","pp1_all","pp1_B","pp1_G","np1_all","np1_B","np1_G","propp1_all","propp1_B","propp1_G","propp2_all","propp2_B","propp2_G"
"2153_chick1",NA,"E17",2153,NA,"E",2023,"G","chick1",1,2,1,"28.05.2023",57,"17:07","E_17_3",11,0,"E12023",6.9,1,0,0,1,"1_chick1",11,0.612727272727273,0.95,"E1",0,0,0.983700862895494,0.0162991371045063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983700862895494,0.983700862895494,0.983700862895494,0.0162991371045063,0.0162991371045063,0.0162991371045063,0.983700862895494,0.983700862895494,0.983700862895494,0.654058648533787,0.654058648533787,0.654058648533787
"2161_AF",NA,"E25",2161,"C5H7610","E",2023,"G","AF",5,-0.5,1,"06.06.2023",66,"08:27","E_25_2",5,0,"E12023",6.9,1,0,0,1,"1_AF",0,0,0,"E1",0.222973760932945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376209912536443,0,0,0,0,0,0,0,0,0,0,0,0.400816326530612,0.222973760932945,0.222973760932945,0,0.777026239067055,0.777026239067055,1,0.222973760932945,0.222973760932945,0,0.118360777516405,0.118360777516405,0
"2164_AF",NA,"E28",2164,"C5H7342","E",2023,"G","AF",5,-0.5,1,"27.05.2023",56,"15:30","E_28_2",8,5,"E12023",6.9,1,0,0,1,"1_AF",1,0.74,0.74,"E1",0.0554089709762535,0,0.944591029023746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.944591029023746,0,0,0.0554089709762535,1,1,0.944591029023747,0.0245641324778015,0.0245641324778015,0.0232030591742822
"2164_chick2","A","E28",2164,NA,"E",2023,"G","chick2",1,2,1,"01.06.2023",61,"10:15","E_28_4A",8,5,"E12023",6.9,1,0,0,1,"1_chick2",1,0.74,0.74,"E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"2164_chick2","B","E28",2164,NA,"E",2023,"G","chick2",1,2,1,"01.06.2023",61,"10:15","E_28_4B",8,5,"E12023",6.9,1,0,0,2,"1_chick2",1,0.74,0.74,"E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109375,0.890625,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"2165_chick2",NA,"E29",2165,NA,"E",2023,"B","chick2",1,2,1,"03.06.2023",63,"11:40","E_29_4",9,4,"E12023",6.9,1,0,0,1,"2_chick2",4,0.445,0.7,"E1",0.082135523613963,0,0,0,0,0,0,0,0,0,0.291581108829569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626283367556468,0.082135523613963,0.082135523613963,0,0.917864476386037,0.917864476386037,1,0.082135523613963,0.082135523613963,0,0.00422208148617268,0.00422208148617268,0
"2173_AM",NA,"E37",2173,"C5H7272","E",2023,"G","AM",4,0.5,1,"28.05.2023",57,"11:21","E_37_1",8,NA,"E22023",8.33,1,1,0,1,"1_AM",0,0,0,"E2",0.0660141607663474,0,0.857975843398584,0,0,0,0,0.0466472303206997,0,0,0,0,0,0,0,0.00145772594752187,0,0,0,0,0,0,0,0,0,0,0,0.0279050395668472,0.923990004164931,0.923990004164931,0.857975843398584,0.0760099958350688,0.0760099958350688,0.142024156601416,0.923990004164931,0.923990004164931,0.857975843398584,0.645945552482166,0.645945552482166,0.59979618576212
"2173_chick1","A","E37",2173,NA,"E",2023,"G","chick1",1,2,4,"28.05.2023",57,"13:50","E_37_3A",8,NA,"E22023",8.33,1,1,0,1,"1_chick1",0,0,0,"E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"2180_AF",NA,"E43a",2180,"B5K0237","E",2023,"B","AF",5,-0.5,1,"29.05.2023",58,"08:45","E_43a_2",9,7,"E22023",8.33,1,1,1,1,"2_AF",6,0.525,0.86,"E2",0.433155080213904,0,0.158288770053476,0,0,0,0.408556149732621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591443850267379,0.591443850267379,0.158288770053476,0.408556149732621,0.408556149732621,0.841711229946524,0.591443850267379,0.591443850267379,0.158288770053476,0.0273153865151889,0.0273153865151889,0.00731044702395653
"2180_AM",NA,"E43a",2180,"B5K0234","E",2023,"B","AM",5,0.5,1,"29.05.2023",58,"07:52","E_43a_1",9,7,"E22023",8.33,1,1,1,1,"2_AM",6,0.525,0.86,"E2",0.744856376105755,0,0.210217672199582,0,0,0,0,0.00765331477984295,0.00178908657191134,0,0,0,0.00705695258920585,0,0,0,0,0,0,0,0,0,0,0,0,0.00308120465162509,0,0.0253453931020773,0.955074048305337,0.955074048305337,0.210217672199582,0.0449259516946626,0.0449259516946626,0.789782327800418,0.955074048305337,0.955074048305337,0.210217672199582,0.701028671481725,0.701028671481725,0.1543007222587
"2180_chick1",NA,"E43a",2180,NA,"E",2023,"B","chick1",1,2,1,"29.05.2023",58,"09:40","E_43a_3",9,7,"E22023",8.33,1,1,1,1,"2_chick1",6,0.525,0.86,"E2",0.0360547036883547,0.882718607542478,0.070555325321177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113966017405719,0.00486945710733527,0.00466224616659759,0.98932863655201,0.106610029009532,0.953273932863655,0.0106713634479901,0.893389970990468,0.0467260671363448,0.98932863655201,0.106610029009532,0.953273932863655,0.876698494307749,0.0944730077120822,0.844748439221447
"2181_AM",NA,"E44",2181,"CS87131","E",2023,"G","AM",5,0.5,1,"01.06.2023",61,"13:15","E_44_1",11,6,"E22023",8.33,1,1,1,1,"1_AM",19,0.472105263157895,0.88,"E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"2181_chick2",NA,"E44",2181,NA,"E",2023,"G","chick2",1,2,1,"05.06.2023",65,"08:03","E_44_4",11,6,"E22023",8.33,1,1,0,1,"1_chick2",19,0.472105263157895,0.88,"E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"2185_AM",NA,"E46",2185,"CS87156","E",2023,"G","AM",5,0.5,1,"28.05.2023",57,"10:58","E_46_1",8,6,"E22023",8.33,1,1,1,1,"1_AM",29,0.42551724137931,0.74,"E2",0.0423484119345524,0,0.678777670837344,0,0,0,0,0.0548604427333975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224013474494707,0.721126082771896,0.721126082771896,0.678777670837344,0.278873917228104,0.278873917228104,0.321222329162656,0.721126082771896,0.721126082771896,0.678777670837344,0.353378139370357,0.353378139370357,0.33262586959085
"2185_chick1",NA,"E46",2185,NA,"E",2023,"G","chick1",1,2,2,"28.05.2023",57,"13:42","E_46_3",8,6,"E22023",8.33,1,1,0,1,"1_chick1",29,0.42551724137931,0.74,"E2",0,0,0.702702702702702,0,0,0,0,0,0.297297297297298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702702702702702,0.702702702702702,0.702702702702702,0.297297297297298,0.297297297297298,0.297297297297298,0.702702702702702,0.702702702702702,0.702702702702702,0.00305463089876639,0.00305463089876639,0.00305463089876639
"2187_AM",NA,"E47",2187,"CS87970","E",2023,"G","AM",6,0.5,1,"28.05.2023",57,"11:03","E_47_1",8,7,"E22023",8.33,1,1,1,1,"1_AM",19,0.415263157894737,0.77,"E2",0.092042810609586,0,0.650255932992089,0,0,0,0,0.0160074453234062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120055839925547,0.0070730572359237,0.22261516984644,0.742298743601675,0.742298743601675,0.650255932992089,0.257701256398325,0.257701256398325,0.349744067007911,0.742298743601675,0.742298743601675,0.650255932992089,0.40072347266881,0.40072347266881,0.351034967845659
"2187_chick2","A","E47",2187,NA,"E",2023,"G","chick2",1,2,4,"02.06.2023",62,"11:25","E_47_4A",8,7,"E22023",8.33,1,1,0,1,"1_chick2",19,0.415263157894737,0.77,"E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"2197_AF",NA,"E54",2197,"C5H7482","E",2023,"G","AF",5,-0.5,1,"02.06.2023",62,"10:24","E_54_2",8,7,"E22023",8.33,1,1,0,1,"1_AF",33,0.417878787878788,0.96,"E2",0.357606193764386,0,0.125340029294831,0,0,0,0.0106716886377903,0.441514961288973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648671270140196,0,0,0.482946223059217,0.482946223059217,0.125340029294831,0.517053776940783,0.517053776940783,0.874659970705169,0.482946223059217,0.482946223059217,0.125340029294831,0.0779203241053342,0.0779203241053342,0.0202228224172856
"2197_AM",NA,"E54",2197,"CS87545","E",2023,"G","AM",6,0.5,1,"01.06.2023",61,"12:57","E_54_1",8,7,"E22023",8.33,1,1,0,1,"1_AM",33,0.417878787878788,0.96,"E2",0.990643659786544,0,0.00507781277916216,0,0,0,0,0.00427852743429405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995721472565706,0.995721472565706,0.00507781277916216,0.00427852743429405,0.00427852743429405,0.994922187220838,0.995721472565706,0.995721472565706,0.00507781277916216,0.969866275874702,0.969866275874702,0.00494596079868108
"2198_chick2",NA,"E55",2198,NA,"E",2023,"B","chick2",1,2,1,"03.06.2023",63,"10:20","E_55_4",11,6,"E22023",8.33,1,1,0,1,"2_chick2",3,0.243333333333333,0.31,"E2",0.0947930574098798,0,0.0881174899866488,0,0,0,0,0.089452603471295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727636849132176,0,0.182910547396529,0.182910547396529,0.0881174899866488,0.817089452603471,0.817089452603471,0.911882510013351,0.182910547396529,0.182910547396529,0.0881174899866488,0.0105873261205564,0.0105873261205564,0.00510046367851623
"2202_AF",NA,"E58",2202,"C5H7150","E",2023,"G","AF",5,-0.5,1,"29.05.2023",58,"07:38","E_58_2",10,5,"E22023",8.33,1,1,1,1,"1_AF",26,0.470769230769231,0.97,"E2",0.0849344312290333,0,0.906983836535529,0,0,0,0,0,0,0,0,0,0,0,0,0.00426959438853309,0,0,0,0,0,0,0,0,0,0,0,0.00381213784690455,0.991918267764562,0.991918267764562,0.906983836535529,0.00808173223543764,0.00808173223543764,0.0930161634644709,0.991918267764562,0.991918267764562,0.906983836535529,0.670618556701031,0.670618556701031,0.61319587628866
"2202_chick1",NA,"E58",2202,NA,"E",2023,"G","chick1",1,2,2,"29.05.2023",58,"09:20","E_58_3",10,5,"E22023",8.33,1,1,0,1,"1_chick1",26,0.470769230769231,0.97,"E2",0.0464876033057851,0.0578512396694214,0.596074380165289,0,0.0898760330578514,0,0,0,0.0836776859504132,0,0,0,0,0,0,0.00929752066115703,0,0,0,0,0,0,0,0,0,0,0,0.116735537190083,0.700413223140496,0.642561983471074,0.653925619834711,0.299586776859504,0.357438016528926,0.346074380165289,0.700413223140496,0.642561983471074,0.653925619834711,0.246724890829694,0.226346433770015,0.230349344978166
"2206_AM",NA,"E60",2206,"C5H7861","E",2023,"G","AM",5,0.5,1,"03.06.2023",63,"08:26","E_60_1",10,3,"E22023",8.33,1,1,1,1,"1_AM",17,0.525882352941176,0.81,"E2",0.0946445959104188,0,0.00701071080817917,0,0,0,0,0.0356377799415774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050632911392405,0,0.857643622200584,0.101655306718598,0.101655306718598,0.00701071080817917,0.898344693281402,0.898344693281402,0.992989289191821,0.101655306718598,0.101655306718598,0.00701071080817917,0.0415406652872832,0.0415406652872832,0.0028648734680885
"2208_chick1",NA,"E61",2208,NA,"E",2023,"G","chick1",1,2,1,"27.05.2023",56,"14:00","E_61_3",6,4,"E22023",8.33,1,1,0,1,"1_chick1",14,0.436428571428571,0.75,"E2",0.0862068965517241,0.120689655172414,0.741379310344828,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172413793103448,0.0172413793103448,0.948275862068966,0.827586206896552,0.862068965517241,0.0517241379310345,0.172413793103448,0.137931034482759,0.948275862068966,0.827586206896552,0.862068965517241,0.0922818791946309,0.0805369127516779,0.0838926174496644
"2208_chick2",NA,"E61",2208,NA,"E",2023,"G","chick2",1,2,1,"01.06.2023",61,"12:06","E_61_4",6,4,"E22023",8.33,1,1,0,1,"1_chick2",14,0.436428571428571,0.75,"E2",0.645191629438043,0,0.00141076886903362,0,0,0,0,0.230425581942159,0,0,0,0,0,0,0,0,0,0,0,0,0.119915353867858,0,0,0,0,0,0,0.00305666588290618,0.646602398307077,0.646602398307077,0.00141076886903362,0.353397601692923,0.353397601692923,0.998589231130966,0.646602398307077,0.646602398307077,0.00141076886903362,0.461874370171313,0.461874370171313,0.00100772589855559
"2210_AF",NA,"E62",2210,"C5H7269","E",2023,"G","AF",5,-0.5,1,"28.05.2023",57,"07:53","E_62_2",8,8,"E22023",8.33,1,1,1,1,"1_AF",0,0,0,"E2",0,0,0.9925320056899,0.00746799431009961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9925320056899,0.9925320056899,0.9925320056899,0.00746799431009961,0.00746799431009961,0.00746799431009961,0.9925320056899,0.9925320056899,0.9925320056899,0.17941630239136,0.17941630239136,0.17941630239136
"2210_chick1",NA,"E62",2210,NA,"E",2023,"G","chick1",1,2,2,"28.05.2023",57,"09:07","E_62_3",8,8,"E22023",8.33,1,1,0,1,"1_chick1",0,0,0,"E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"2210_chick2",NA,"E62",2210,NA,"E",2023,"G","chick2",1,2,1,"01.06.2023",61,"08:45","E_62_4",8,8,"E22023",8.33,1,1,0,1,"1_chick2",0,0,0,"E2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"2212_AF",NA,"E63",2212,"C5H8001","E",2023,"G","AF",5,-0.5,1,"04.06.2023",64,"08:21","E_63_2",7,6,"E22023",8.33,1,1,1,1,"1_AF",0,0,0,"E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00960312101432966,0,0.99039687898567,0,0,0,1,1,1,0,0,0,0,0,0
"2212_chick1",NA,"E63",2212,NA,"E",2023,"G","chick1",1,2,1,"03.06.2023",63,"09:55","E_63_3",7,6,"E22023",8.33,1,1,0,1,"1_chick1",0,0,0,"E2",0,0.141078838174274,0.319502074688796,0,0.433609958506225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105809128630706,0.460580912863069,0.319502074688796,0.460580912863069,0.539419087136931,0.680497925311204,0.539419087136931,0.460580912863069,0.319502074688796,0.460580912863069,0.0179727979274611,0.0124676165803108,0.0179727979274611
"2214_AF",NA,"E64",2214,"C5H8432","E",2023,"G","AF",5,-0.5,1,"02.06.2023",62,"08:25","E_64_2",11,6,"E22023",8.33,1,1,1,1,"1_AF",0,0,0,"E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"2214_AM",NA,"E64",2214,"C5H8433","E",2023,"G","AM",5,0.5,1,"02.06.2023",62,"09:05","E_64_1",11,6,"E22023",8.33,1,1,1,1,"1_AM",0,0,0,"E2",0.556962025316456,0,0.0569620253164557,0,0,0,0,0,0,0,0,0,0,0,0,0.0253164556962025,0,0,0,0,0,0,0,0,0,0,0,0.360759493670886,0.613924050632911,0.613924050632911,0.0569620253164557,0.386075949367089,0.386075949367089,0.943037974683544,0.613924050632911,0.613924050632911,0.0569620253164557,0.0512684989429175,0.0512684989429175,0.0047568710359408
"2214_chick2",NA,"E64",2214,NA,"E",2023,"G","chick2",1,2,1,"06.06.2023",66,"10:44","E_64_4",11,6,"E22023",8.33,1,1,0,1,"1_chick2",0,0,0,"E2",0,0.664513427836593,0.335486572163407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.335486572163407,1,0,0.664513427836593,0,1,0.335486572163407,1,0.675515151515152,0.226626262626263,0.675515151515152
"2217_AF",NA,"E67",2217,"C5A0763","E",2023,"G","AF",5,-0.5,1,"28.05.2023",57,"08:00","E_67_2",6,6,"E22023",8.33,1,1,0,1,"1_AF",5,0.31,0.59,"E2",0.0753669889008236,0,0.902076620121733,0,0,0,0,0,0.00930898675259577,0,0,0,0,0,0,0,0,0,0.00393841747225206,0,0,0.0037593984962406,0,0,0,0.00196920873612602,0,0.00358037952022915,0.977443609022556,0.977443609022556,0.902076620121733,0.0225563909774436,0.0225563909774436,0.0979233798782672,0.977443609022556,0.977443609022556,0.902076620121733,0.533151059466849,0.533151059466849,0.492041792793672
"2217_AM",NA,"E67",2217,"C5H8402","E",2023,"G","AM",6,0.5,1,"27.05.2023",56,"13:29","E_67_1",6,6,"E22023",8.33,1,1,0,1,"1_AM",5,0.31,0.59,"E2",0.469122426868906,0,0.397616468039003,0,0,0,0,0.0037919826652221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129469122426869,0.866738894907909,0.866738894907909,0.397616468039003,0.133261105092091,0.133261105092091,0.602383531960997,0.866738894907909,0.866738894907909,0.397616468039003,0.769230769230769,0.769230769230769,0.352884615384615
"2217_chick2",NA,"E67",2217,NA,"E",2023,"G","chick2",1,2,1,"30.05.2023",59,"13:29","E_67_4",6,6,"E22023",8.33,1,1,0,1,"1_chick2",5,0.31,0.59,"E2",0.555555555555554,0,0.444444444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.444444444444446,0,0,0.555555555555554,1,1,0.444444444444446,0.00260824204486176,0.00260824204486176,0.00115921868660523
"2219_AF",NA,"E69",2219,"C5H7271","E",2023,"G","AF",5,-0.5,1,"28.05.2023",57,"09:17","E_69_2",9,6,"E22023",8.33,1,1,0,1,"1_AF",20,0.396,0.59,"E2",0.0841723721304873,0,0.904953685058397,0,0,0,0,0,0,0,0,0,0,0,0,0.00523560209424083,0,0,0,0,0,0,0,0,0,0,0,0.00563834071687473,0.989126057188884,0.989126057188884,0.904953685058397,0.0108739428111156,0.0108739428111156,0.0950463149416028,0.989126057188884,0.989126057188884,0.904953685058397,0.337501717740828,0.337501717740828,0.308781091108974
"2219_AM",NA,"E69",2219,"C5H7270","E",2023,"G","AM",4,0.5,1,"28.05.2023",57,"08:06","E_69_1",9,6,"E22023",8.33,1,1,0,1,"1_AM",20,0.396,0.59,"E2",0.030484543801476,0,0.557920633222805,0,0,0,0,0.149962562840945,0,0,0,0,0,0.0114450743395016,0,0,0,0,0,0,0,0,0,0,0,0,0.00930580810781903,0.240881377687453,0.588405177024282,0.588405177024282,0.557920633222805,0.411594822975719,0.411594822975719,0.442079366777195,0.588405177024282,0.588405177024282,0.557920633222805,0.396268549200404,0.396268549200404,0.37573836622965
"2220_AF",NA,"E70",2220,"C5H7481","E",2023,"G","AF",6,-0.5,1,"02.06.2023",62,"08:10","E_70_2",7,5,"E22023",8.33,1,1,0,1,"1_AF",9,0.527777777777778,0.95,"E2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0.0131603684903177,0.0131603684903177,0
"2220_AM",NA,"E70",2220,"CS87457","E",2023,"G","AM",6,0.5,1,"02.06.2023",62,"08:40","E_70_1",7,5,"E22023",8.33,1,1,0,1,"1_AM",9,0.527777777777778,0.95,"E2",0.0854466858789627,0.914553314121037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0854466858789627,0.914553314121037,0,0.914553314121037,0.0854466858789627,1,0.0854466858789627,0.914553314121037,0.156708666395701,0.0133902361920246,0.143318430203676
"2221_chick1",NA,"F01",2221,NA,"F",2023,"B","chick1",1,2,1,"23.05.2023",52,"13:02","F_01_3",7,3,"F12023",8.04,1,0,0,1,"2_chick1",0,0,0,"F1",0.0697928026172302,0,0.655398037077426,0.00727008360596147,0,0,0,0.217739003998546,0,0,0.0414394765539804,0,0,0,0,0,0,0,0.00290803344238459,0,0,0,0,0,0,0,0,0.00545256270447111,0.725190839694657,0.725190839694657,0.655398037077426,0.274809160305343,0.274809160305343,0.344601962922574,0.725190839694657,0.725190839694657,0.655398037077426,0.256723716381418,0.256723716381418,0.23201647149659
"2221_chick2",NA,"F01",2221,NA,"F",2023,"B","chick2",1,2,1,"28.05.2023",57,"14:23","F_01_4",7,3,"F12023",8.04,1,0,0,1,"2_chick2",0,0,0,"F1",0.556204379562044,0,0.443795620437956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.443795620437956,0,0,0.556204379562044,1,1,0.443795620437956,0.0593022249155917,0.0593022249155917,0.0263180676997662
"2222_AF",NA,"F02",2222,"B4P0825","F",2023,"B","AF",6,-0.5,1,"25.05.2023",54,"08:45","F_02_2",8,7,"F12023",8.04,1,0,0,1,"2_AF",0,0,0,"F1",0.0232558139534884,0,0.255813953488372,0,0,0,0,0.651162790697674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697674418604649,0.279069767441861,0.279069767441861,0.255813953488372,0.720930232558139,0.720930232558139,0.744186046511628,0.279069767441861,0.279069767441861,0.255813953488372,0.0422535211267606,0.0422535211267606,0.0387323943661972
"2222_chick1","A","F02",2222,NA,"F",2023,"B","chick1",1,2,1,"25.05.2023",54,"09:12","F_02_3A",8,7,"F12023",8.04,1,0,0,1,"2_chick1",0,0,0,"F1",0.0961538461538462,0,0.903846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.903846153846154,0,0,0.0961538461538462,1,1,0.903846153846154,0.0191599115696389,0.0191599115696389,0.0173176123802506
"2222_chick1","B","F02",2222,NA,"F",2023,"B","chick1",1,2,1,"25.05.2023",54,"09:12","F_02_3B",8,7,"F12023",8.04,1,0,0,2,"2_chick1",0,0,0,"F1",0.0443349753694581,0.0517241379310344,0.5935960591133,0.00492610837438423,0,0,0,0.125615763546798,0.0320197044334976,0,0.140394088669951,0,0,0,0,0.00738916256157636,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172413793,0.637931034482758,0.645320197044335,0.310344827586207,0.362068965517242,0.354679802955665,0.689655172413793,0.637931034482758,0.645320197044335,0.286006128702758,0.264555669050051,0.267620020429009
"2222_chick2",NA,"F02",2222,NA,"F",2023,"B","chick2",1,2,1,"30.05.2023",59,"14:25","F_02_4",8,7,"F12023",8.04,1,0,0,1,"2_chick2",0,0,0,"F1",0.0233149268121658,0,0.283372775878691,0,0,0,0,0.686913839950917,0,0,0.0033307038303094,0,0,0,0,0.00306775352791656,0,0,0,0,0,0,0,0,0,0,0,0,0.306687702690857,0.306687702690857,0.283372775878691,0.693312297309143,0.693312297309143,0.716627224121309,0.306687702690857,0.306687702690857,0.283372775878691,0.132107528505625,0.132107528505625,0.122064486898739
"2224_AF",NA,"F04",2224,"B5G6661","F",2023,"B","AF",6,-0.5,1,"28.05.2023",57,"08:28","F_04_2",11,11,"F12023",8.04,1,0,0,1,"2_AF",0,0,0,"F1",0.0141421659843692,0.0982508373650911,0.375883885374023,0,0,0,0,0,0,0,0,0,0,0,0.27353926311872,0.00521027167845182,0,0,0,0,0,0,0,0,0,0.0152586527726088,0,0.217714923706736,0.488276888723483,0.390026051358392,0.474134722739114,0.511723111276517,0.609973948641608,0.525865277260886,0.488276888723483,0.390026051358392,0.474134722739114,0.110698616267297,0.0884238947013163,0.107492406344921
"2228_AM",NA,"F08",2228,"C3F7357","F",2023,"G","AM",6,0.5,1,"19.05.2023",48,"11:04","F_08_1",9,4,"F12023",8.04,1,0,0,1,"1_AM",0,0,0,"F1",0.10109649122807,0,0.430482456140351,0,0,0,0,0.450877192982456,0,0,0,0,0,0,0,0.00833333333333333,0,0,0.00921052631578947,0,0,0,0,0,0,0,0,0,0.531578947368421,0.531578947368421,0.430482456140351,0.468421052631579,0.468421052631579,0.569517543859649,0.531578947368421,0.531578947368421,0.430482456140351,0.379046129788898,0.379046129788898,0.306958561376075
"2228_chick1",NA,"F08",2228,NA,"F",2023,"G","chick1",1,2,1,"19.05.2023",48,"12:06","F_08_3",9,4,"F12023",8.04,1,0,0,1,"1_chick1",0,0,0,"F1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.0288852725793328,0.0288852725793328,0.0288852725793328
"2230_chick2","A","F10",2230,NA,"F",2023,"B","chick2",1,2,4,"02.06.2023",62,"11:09","F_10_4A",10,NA,"F12023",8.04,1,0,0,1,"2_chick2",1,0.72,0.72,"F1",0.726498153933542,0.232604373757455,0.0352172678216415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568020448736155,0,0,0.994319795512638,0.761715421755184,0.267821641579096,0.00568020448736155,0.238284578244816,0.732178358420904,0.994319795512638,0.761715421755184,0.267821641579096,0.282088469905729,0.216098622189993,0.0759809846104261
"2231_AM",NA,"F11",2231,"C3M0269","F",2023,"G","AM",6,0.5,1,"05.06.2023",65,"10:54","F_11_1",11,5,"F12023",8.04,1,0,0,1,"1_AM",4,1.0875,1.47,"F1",0.356602778266221,0,0.0451907860031652,0,0,0,0,0,0.598206435730614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401793564269386,0.401793564269386,0.0451907860031652,0.598206435730614,0.598206435730614,0.954809213996835,0.401793564269386,0.401793564269386,0.0451907860031652,0.103722197004085,0.103722197004085,0.0116659101225602
